Company Name,Holding Company Name,Year,Customer State,IEEE SAIDI Including MED,IEEE SAIDI Excluding MED,IEEE SAIDI Including MED Minus Loss of Supply,IEEE SAIFI Including MED,IEEE SAIFI Excluding MED,IEEE SAIFI Including MED Minus Loss of Supply,IEEE Total Customers,IEEE High Voltage,IEEE Automatically Recorded,Other - SAIDI Including MED,Other - SAIDI Excluding MED,Other - SAIFI Including MED,Other - SAIFI Excluding MED,Other - Total Customers,Other - Active Accounts,Other - Momentary Interruptions,Other - High Voltage,Other - Automatically Recorded,NERC Region Name,NERC Region Abbrev,Ownership Type,Regulated / Non-regulated
Ameren Illinois,Ameren Corp,2018,IL,207.78,1.065,110.92,0.897,206.41,1.047,1244276,69,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Illinois,Ameren Corp,2017,IL,192,118,188,1.12,0.9,1.09,1239479,69,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Illinois,Ameren Corp,2016,IL,239,124,235,1.36,1.04,1.33,1239428,69,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Illinois,Ameren Corp,2015,IL,352,130,346,1.39,1.04,1.34,1235089,69,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Illinois,Ameren Corp,2014,IL,175,139,172,1.31,1.15,1.27,1234473,69,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Illinois,Ameren Corp,2013,IL,285,136,284,1.38,1.08,1.37,1232439,69,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Missouri,Ameren Corp,2018,MO,140,0.85,86,0.72,,,1231639,69,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Missouri,Ameren Corp,2017,MO,244,85,,1.04,0.68,,1224727,69,Y,,,,,,,,,N,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Missouri,Ameren Corp,2016,MO,294,91,,1.13,0.73,,1219406,69,,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Missouri,Ameren Corp,2015,MO,114,96,,0.82,0.77,,1212608,69,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Missouri,Ameren Corp,2014,MO,133,89,132.3,0.97,0.81,0.96,1208649,69,Y,,,,,,,,,,SERC Reliability Corp,SERC,IOU,Regulated
Ameren Missouri,Ameren Corp,2013,MO,371,88,370,0.99,0.7,0.98,1206122,69,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,IOU,Regulated
American Samoa Power Authority,American Samoa Power Authority,2018,AS,32.55,0.88,,,,,12265,13.2,N,,,,,,,,,N,,,State,Regulated
American Samoa Power Authority,American Samoa Power Authority,2017,AS,78.69,,,1.74,,,12320,13.2,N,,,,,,,,,N,,,State,Regulated
American Samoa Power Authority,American Samoa Power Authority,2016,AS,,,,,,,,,,243.7,,3.23,,12285,,,13.2,,,,State,Regulated
American Samoa Power Authority,American Samoa Power Authority,2015,AS,,,,,,,,,,125,,2.62,,12383,Y,F,13.2,N,,,State,Regulated
American Samoa Power Authority,American Samoa Power Authority,2014,AS,,,,,,,,13.2,N,133,12,6.4,0.01,12447,Y,F,13.2,N,,,State,Regulated
Ames Municipal Electric System,Ames Municipal Electric System,2018,IA,39.779,0.515,39.779,0.515,39.779,0.515,27267,13.8,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Ames Municipal Electric System,Ames Municipal Electric System,2017,IA,40.29,40.29,40.29,0.52,0.52,0.52,26450,13.8,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Ames Municipal Electric System,Ames Municipal Electric System,2016,IA,95.1,95.1,95.1,0.96,0.96,0.96,25568,13.8,,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Ames Municipal Electric System,Ames Municipal Electric System,2015,IA,38.72,38.72,38.72,0.86,0.86,0.86,25568,13.8,N,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Ames Municipal Electric System,Ames Municipal Electric System,2014,IA,63.55,63.55,63.55,0.52,0.52,0.52,24976,13.8,Y,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Ames Municipal Electric System,Ames Municipal Electric System,2013,IA,23,23,23,1,1,1,24665,13.8,N,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,Muni,Regulated
Amicalola Electric Member Corp,Amicalola Electric Member Corp,2018,GA,928.28,3.92,563.64,3.56,924.74,3.55,48499,25,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Amicalola Electric Member Corp,Amicalola Electric Member Corp,2017,GA,3055.58,513.93,3052.21,5.7,3.4,2.26,47723,25,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Amicalola Electric Member Corp,Amicalola Electric Member Corp,2016,GA,450.42,450.42,421.08,3.34,3.34,3.13,46972,25,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Amicalola Electric Member Corp,Amicalola Electric Member Corp,2015,GA,1119.5,498.6,1115.5,4,3.1,4,46359,25,N,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Amicalola Electric Member Corp,Amicalola Electric Member Corp,2014,GA,549.7,355.6,533.3,3.1,2.6,3.1,46730,25,N,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Amicalola Electric Member Corp,Amicalola Electric Member Corp,2013,GA,389,333,389,2.38,2.17,2.37,45430,25,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Amory MS (City of),Amory MS (City of),2014,MS,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Anaheim Public Utilities Dept,Anaheim CA (City of),2018,CA,27.4,0.5,27.4,0.5,27.4,0.5,121464,12,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Anaheim Public Utilities Dept,Anaheim CA (City of),2017,CA,35.04,35.04,35.04,0.57,0.57,0.57,120586,12,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Anaheim Public Utilities Dept,Anaheim CA (City of),2016,CA,27.12,27.12,27.12,0.69,0.69,0.69,119277,12,,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Anaheim Public Utilities Dept,Anaheim CA (City of),2015,CA,35,35,35,0.36,0.36,0.36,115474,12,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Anaheim Public Utilities Dept,Anaheim CA (City of),2014,CA,48.5,48.5,48.5,0.8,0.8,0.8,115666,12,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Anaheim Public Utilities Dept,Anaheim CA (City of),2013,CA,53,53,53,0.68,0.68,0.68,115577,12,Y,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Anchorage Municipal Light & Power,Anchorage Municipal Light & Power,2018,AK,25.52,0.339,25.52,0.339,25.52,0.339,31106,35,Y,,,,,,,,,N,Alaska Systems Coordinating Council,ASCC,Muni,Regulated
Anchorage Municipal Light & Power,Anchorage Municipal Light & Power,2017,AK,38.858,27.375,27.375,1.328,1.252,1.328,31078,35,Y,,,,,,,,,N,Alaska Systems Coordinating Council,ASCC,Muni,Regulated
Anchorage Municipal Light & Power,Anchorage Municipal Light & Power,2016,AK,42.24,33.87,,1.204,0.811,,31080,35,,,,,,,,,,,Alaska Systems Coordinating Council,ASCC,Muni,Regulated
Anchorage Municipal Light & Power,Anchorage Municipal Light & Power,2015,AK,65.4,65.4,,1.03,1.03,,30932,35,N,,,,,,,,,,Alaska Systems Coordinating Council,ASCC,Muni,Regulated
Anchorage Municipal Light & Power,Anchorage Municipal Light & Power,2014,AK,82,82,,0.7,0.7,,30789,35,N,,,,,,,,,,Alaska Systems Coordinating Council,ASCC,Muni,Regulated
Anchorage Municipal Light & Power,Anchorage Municipal Light & Power,2013,AK,48,48,0,0.587,0.587,0,30832,35,N,0,0,0,0,0,,,0,,Alaska Systems Coordinating Council,ASCC,Muni,Regulated
Anderson Municipal Light & Power,Anderson Municipal Light & Power,2018,IN,290.854,1.526,137.908,1.051,73.178,0.524,35254,13.2,Y,,,,,,,,,N,ReliabilityFirst,RFC,Muni,Regulated
Anderson Municipal Light & Power,Anderson Municipal Light & Power,2017,IN,246.89,122.318,246.89,1.03,0.704,1.03,33578,13.2,Y,,,,,,,,,N,ReliabilityFirst,RFC,Muni,Regulated
Anderson Municipal Light & Power,Anderson Municipal Light & Power,2016,IN,142.17,142.17,,0.835,0.835,,33693,13.2,,,,,,,,,,,ReliabilityFirst,RFC,Muni,Regulated
Anderson Municipal Light & Power,Anderson Municipal Light & Power,2015,IN,87.935,87.935,87.935,0.647,0.647,0.647,33300,13.2,Y,,,,,,,,,,ReliabilityFirst,RFC,Muni,Regulated
Anderson Municipal Light & Power,Anderson Municipal Light & Power,2014,IN,169.63,169.63,169.63,1.3,1.3,1.3,33239,13.2,Y,,,,,,,,,,ReliabilityFirst,RFC,Muni,Regulated
Anderson Municipal Light & Power,Anderson Municipal Light & Power,2013,IN,246.964,0,246.964,1.559,0,1.559,35429,13.2,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,Muni,Regulated
Anoka MN (City of),Anoka MN (City of),2016,MN,,,,,,,,,,32,24,1.3,0.4,11910,,,12.5,,Midwest Reliability Organization,MRO,Muni,Regulated
Anoka MN (City of),Anoka MN (City of),2015,MN,,,,,,,,,,40,31,2.5,0.8,11753,N,F,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
Anoka MN (City of),Anoka MN (City of),2014,MN,,,,,,,,,N,32,24,1.3,0.4,11895,N,F,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
Anoka MN (City of),Anoka MN (City of),2013,MN,0,0,0,0,0,0,0,0,,40,31,2.464,0.779,11753,N,F,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
Anza Electric Coop Inc,Anza Electric Coop Inc,2018,CA,6520.06,11.222,6356.07,10.94,307.42,1.869,5614,7.2,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Anza Electric Coop Inc,Anza Electric Coop Inc,2017,CA,1786.518,61.518,61.518,3.25,0.212,0.212,5113,7.2,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Anza Electric Coop Inc,Anza Electric Coop Inc,2016,CA,990.174,59.574,59.574,12.08,0.009,0.11,4767,7.2,,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Anza Electric Coop Inc,Anza Electric Coop Inc,2015,CA,,,,,,,,,,233.42,23.64,2.04,0.06,4275,N,F,12,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Anza Electric Coop Inc,Anza Electric Coop Inc,2014,CA,,,,,,,,,,388.44,388.44,6.4,6.4,4521,N,F,14,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Anza Electric Coop Inc,Anza Electric Coop Inc,2013,CA,0,0,0,0,0,0,0,0,,392,23,0,0,4471,N,F,12,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Appalachian Electric Coop,Appalachian Electric Coop,2018,TN,294.942,3.338,294.942,3.338,294.942,3.338,46705,13.8,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Appalachian Electric Coop,Appalachian Electric Coop,2017,TN,302.224,220.061,302.224,2.173,1.995,2.173,45898,13.8,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Appalachian Electric Coop,Appalachian Electric Coop,2016,TN,203.65,142.551,203.65,2.538,2.194,2.538,46681,13.8,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Appalachian Electric Coop,Appalachian Electric Coop,2015,TN,387.565,117.336,368.255,3.485,1.635,3.163,45561,13.2,N,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Appalachian Electric Coop,Appalachian Electric Coop,2014,TN,,,,,,,,,,148.5,99.06,2.14,,45251,N,,13.2,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Appalachian Electric Coop,Appalachian Electric Coop,2013,TN,0,0,0,0,0,0,0,0,,341,145,2.04,0,45044,N,O,13.2,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Appalachian Power Co,American Electric Power Co Inc,2018,VA,1247.1,2.41,426.5,1.786,1177.4,2.192,531820,35,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2018,WV,1067.8,3.112,693.9,2.705,982.9,2.815,422611,35,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2017,VA,338.7,293.5,313.2,1.512,1.422,1.432,530682,35,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2017,WV,979.4,597.9,877.3,2.843,2.513,2.478,424755,35,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2016,VA,481.7,314.7,451.4,1.853,1.615,1.703,528046,35,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2016,WV,1035.9,596.3,937.9,2.89,2.564,2.491,426417,35,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2015,VA,343,311.5,330.8,1.701,1.655,1.594,525734,35,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2015,WV,1066.9,641.6,1013.2,3.123,2.771,2.839,428721,35,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2014,VA,363,334.2,340.7,1.705,1.668,1.561,524605,35,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2014,WV,818.8,640.8,749.8,2.891,2.727,2.58,431544,35,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2013,VA,1106,331,1049,2,2,2,523717,35,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Appalachian Power Co,American Electric Power Co Inc,2013,WV,702,596,656,3,2,2,433660,35,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Arab Electric Coop Inc,Arab Electric Coop Inc,2014,AL,,,,,,,,,,,,,,,,O,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Arizona Public Service Co,Pinnacle West Capital Corp,2018,AZ,153.3,1.077,86.3,0.839,133,0.918,1239949,69,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
Arizona Public Service Co,Pinnacle West Capital Corp,2017,AZ,116.5,74.5,116.2,0.91,0.75,0.9,1220381,69,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
Arizona Public Service Co,Pinnacle West Capital Corp,2016,AZ,119,87,119,0.91,0.82,0.91,1204345,69,,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Arizona Public Service Co,Pinnacle West Capital Corp,2015,AZ,119,87,119,0.91,0.87,0.91,1189422,69,N,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Arizona Public Service Co,Pinnacle West Capital Corp,2014,AZ,111,79,105,0.91,0.79,0.85,1172231,69,N,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Arizona Public Service Co,Pinnacle West Capital Corp,2013,AZ,78,71,74,0.8,0.78,0.73,1147711,69,N,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Arkansas Valley Electric Coop Association Inc,Arkansas Valley Electric Coop Association Inc,2014,KS,,,,,,,,,N,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Arkansas Valley Electric Coop Corp,Arkansas Valley Electric Coop Corp,2018,AR,250.876,1.702,96.577,0.612,248.933,1.688,53765,14.4,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Arkansas Valley Electric Coop Corp,Arkansas Valley Electric Coop Corp,2018,OK,151.528,1.106,49.11,0.436,66.86,0.651,4472,7.2,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Arkansas Valley Electric Coop Corp,Arkansas Valley Electric Coop Corp,2017,AR,463.198,227.017,417.804,2.898,2.413,2.403,54801,14.4,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Arkansas Valley Electric Coop Corp,Arkansas Valley Electric Coop Corp,2017,OK,156.995,146.783,75.404,1.971,1.946,1.06,4516,7.2,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Atchison Holt Electric Coop,Atchison Holt Electric Coop,2015,IA,,,,,,,,,,112.61,112.61,0.96,0.96,1161,N,F,7.2,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Atchison Holt Electric Coop,Atchison Holt Electric Coop,2015,MO,,,,,,,,,,112.61,112.61,0.96,0.96,2668,N,F,7.2,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Athens Gas Dept (City of),Athens AL (City of),2014,AL,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Athens Utilities Board,Athens Utilities Board,2014,TN,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Atlantic City Electric Co,Exelon Corp,2018,NJ,325.3,1.33,76.4,0.9,324.79,1.33,535560,69,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Atlantic City Electric Co,Exelon Corp,2017,NJ,116.69,66.15,116,1.09,0.874,1.07,532881,69,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Atlantic City Electric Co,Exelon Corp,2016,NJ,245.93,98.66,245.8,1.48,1.086,1.48,537010,69,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Atlantic City Electric Co,Exelon Corp,2015,NJ,1370,95,1352,2.1,1.14,2.09,537010,69,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Atlantic City Electric Co,Exelon Corp,2014,NJ,123,123,123,1.2,1.2,1.2,539432,69,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Atlantic City Electric Co,Exelon Corp,2013,NJ,161,135,143,1.58,1.45,1.37,537622,69,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Auburn NE (City of),Auburn NE (City of),2015,NE,,,,,,,,,,3.4,,0.29,,2771,Y,L,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
Auburn NE (City of),Auburn NE (City of),2014,NE,,,,,,,,,N,,,,,,Y,L,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
Auburn NE (City of),Auburn NE (City of),2013,NE,0,0,0,0,0,0,0,0,,18,0,48,0,2772,Y,L,12.5,N,Midwest Reliability Organization,MRO,Muni,Regulated
Austin Energy,Austin Energy,2018,TX,68.68,0.76,48.44,0.7,67.72,0.72,488288,35,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,Muni,Regulated
Austin Energy,Austin Energy,2017,TX,138.18,63.02,132.94,1.02,0.85,0.92,465000,35,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,Muni,Regulated
Austin Energy,Austin Energy,2016,TX,78.3,50.21,78.3,0.72,0.61,0.72,453000,35,,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,Muni,Regulated
Austin Energy,Austin Energy,2015,TX,339.27,55.15,331.49,0.92,0.72,0.77,443000,35,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,Muni,Regulated
Austin Energy,Austin Energy,2014,TX,73.26,50.09,72.26,0.78,0.66,0.72,432000,35,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,Muni,Regulated
Austin Energy,Austin Energy,2013,TX,86.25,46.29,86.25,0.77,0.55,0.77,432000,35,Y,0,0,0,0,0,,,0,,Electric Reliability Council of Texas Inc,ERCOT,Muni,Regulated
Austin Utilities,Austin Utilities,2018,MN,8.328,0.136,8.328,0.136,8.328,0.136,12352,13.8,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Austin Utilities,Austin Utilities,2017,MN,5.619,5.619,5.619,0.094,0.094,0.094,12352,13.8,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Austin Utilities,Austin Utilities,2016,MN,21.77,21.77,21.77,0.185,0.185,0.185,12352,13.8,,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Austin Utilities,Austin Utilities,2015,MN,10.375,,,0.1,,,12378,13.8,N,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Austin Utilities,Austin Utilities,2014,MN,23.4,,,0.64,,,12352,13.8,N,23,,0.64,,12352,N,F,13.8,N,Midwest Reliability Organization,MRO,Muni,Regulated
Austin Utilities,Austin Utilities,2013,MN,5,0,0,0.08,0,0,12432,13.8,N,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,Muni,Regulated
Avista Corp,Avista Corp,2018,ID,183,0.95,144,0.84,163,0.85,132900,35,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
Avista Corp,Avista Corp,2018,WA,135,0.83,117,0.79,118,0.71,251366,35,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
Avista Corp,Avista Corp,2017,ID,294,261,243,1.77,1.67,1.36,129688,35,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
Avista Corp,Avista Corp,2017,WA,153,143,136,0.98,0.87,0.87,250814,35,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
Avista Corp,Avista Corp,2016,ID,142,142,131,0.93,0.93,0.85,128069,35,,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Avista Corp,Avista Corp,2016,WA,127,127,109,0.83,0.83,0.7,246130,35,,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Avista Corp,Avista Corp,2013,WA,200,139,151,1.21,1.05,0.91,368761,35,N,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Azusa CA (City of),Azusa CA (City of),2018,CA,63.423,0.692,,,,,16695,12.5,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Azusa CA (City of),Azusa CA (City of),2017,CA,,51.741,,,0.359,,16555,12.5,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Azusa CA (City of),Azusa CA (City of),2016,CA,,34.793,,,0.397,,16740,12.5,,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Azusa CA (City of),Azusa CA (City of),2015,CA,,10.217,,,0.069,,16724,12.5,N,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Azusa CA (City of),Azusa CA (City of),2014,CA,0,11.754,0,,0.08,0,16546,12.5,,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Azusa CA (City of),Azusa CA (City of),2013,CA,0,54.899,0,0,0.496,0,16169,12,N,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Badger Power Marketing Authority,Badger Power Marketing Authority,2014,WI,,,,,,,,,N,,,,,,,,,,ReliabilityFirst,RFC,Muni,Regulated
Baldwin City KS (City of),Baldwin City KS (City of),2014,KS,,,,,,,,,N,,,,,,,,,,Southwest Power Pool Inc,SPP,Muni,Regulated
Baldwin County Electric Member Coop,Baldwin County Electric Member Coop,2018,AL,147.916,1.632,77.38,1.221,117.799,1.544,75685,12.5,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Baldwin County Electric Member Coop,Baldwin County Electric Member Coop,2017,AL,131.425,75.041,117.789,1.814,1.02,1.656,73915,12.5,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Baldwin County Electric Member Coop,Baldwin County Electric Member Coop,2016,AL,85.74,68.666,78.034,1.3,1.06,0.999,72288,12.5,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Baldwin County Electric Member Coop,Baldwin County Electric Member Coop,2015,AL,158.575,73.942,148.8,2.031,1.346,1.728,70812,12.5,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Baldwin County Electric Member Coop,Baldwin County Electric Member Coop,2014,AL,1.66,1.13,1.64,1.3,1.13,1.18,69738,12.5,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Baldwin County Electric Member Coop,Baldwin County Electric Member Coop,2013,AL,1,1,1,1.035,0.95,0.895,68655,12.5,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Baltimore Gas & Electric Co,Exelon Corp,2018,MD,432.16,1.325,94.917,0.954,432.097,1.321,1286804,34.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Baltimore Gas & Electric Co,Exelon Corp,2017,MD,96,74,96,0.83,0.72,0.82,1275659,34.5,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Baltimore Gas & Electric Co,Exelon Corp,2016,MD,119,102,119,1.06,1,1.06,1263263,34.5,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Baltimore Gas & Electric Co,Exelon Corp,2015,MD,102,91,102,0.93,0.89,0.92,1250361,34.5,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Baltimore Gas & Electric Co,Exelon Corp,2014,MD,223,71,223,1.01,0.77,1.01,1245225,34.5,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
