Company Name,Ownership Type,Holding Company Name,State,City,Website,Planning Area Name,Balancing Authority Area Name,Membership Name,Overlap,Area (sq mi),Location Code,Source,Population 2000,Number Of Households,Median Household Income,Household Aggregate Income,Per Capita Income,Layer_ID,Rec_ID,Bundled Residential Customers,Bundled Industrial Customers,Bundled Commercial Customers,Bundled Total Customers,Total Customers Ranges,Color_Code,Distribution Line Miles,Population 2010
Bristol TN (City of),Muni,Bristol TN (City of),TN,Bristol,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,429.7207461,3,Company Maps; ABB Research,153040.8438,73763.68151,-99.9,-99.9,-99.9,81,2781,28949,9,4701,33659,"3,000 to 100,000",3,-99.9,156826.6259
Bristol Virginia Utilities Board,Muni,Bristol Virginia Utilities Board,VA,Bristol,www.bvub.com,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,13.10533624,4,Previously Mapped Features; ABB Research,17366.88406,8769.831949,-99.9,-99.9,-99.9,81,1737,13631,5,2698,16334,"3,000 to 100,000",1,-99.9,17707.92509
Broad River Electric Coop Inc,DistCoop,Broad River Electric Coop Inc,SC,Gaffney,,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Central Electric Power Coop Inc (SC),F,623.1978767,3,Company Maps; ABB Research,52937.54138,26899.72606,-99.9,-99.9,-99.9,81,2468,20866,7,998,21871,"3,000 to 100,000",3,-99.9,62620.63231
Brocton NY (City of),Muni,Brocton NY (City of),NY,Brocton,,New York Independent System Operator Inc,New York ISO (Balancing Authority),Not Applicable,F,1.727729069,4,Previously Mapped Features; ABB Research,1787,108.4996089,-99.9,-99.9,-99.9,81,2232,786,2,94,882,"0 to 3,000",1,-99.9,246.5760885
Brodhead Water & Light Commission,Muni,Brodhead Water & Light Commission,WI,Brodhead,,WPPI Energy,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.622988303,4,Previously Mapped Features; ABB Research,3216,116.1280891,-99.9,-99.9,-99.9,81,2384,1524,2,311,1837,"0 to 3,000",1,-99.9,272.1151918
Broken Bow Municipal Utilities,Muni,Broken Bow Municipal Utilities,NE,Broken Bow,http://brokenbow-ne.com/government/departments/utilities.htm,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Municipal Energy Agency of Nebraska,F,1.094732606,4,Previously Mapped Features; ABB Research,3637,137.1111648,-99.9,-99.9,-99.9,81,451,2173,10,864,3047,"3,000 to 100,000",1,-99.9,284.8248237
Bronson KS (City of),Muni,Bronson KS (City of),KS,Bronson,,Westar Energy,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.421502977,4,Previously Mapped Features; ABB Research,350,2.02656114,-99.9,-99.9,-99.9,81,1825,122,0,16,138,0 to 700,2,-99.9,4.026991835
Brookings SD (City of),Muni,Brookings SD (City of),SD,Brookings,,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Not Applicable,F,1.130889127,4,Previously Mapped Features; ABB Research,17138,233.7577177,-99.9,-99.9,-99.9,81,452,9455,172,1419,11046,"3,000 to 100,000",2,-99.9,588.2623755
Brooklyn IA (City of),Muni,Brooklyn IA (City of),IA,Brooklyn,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.115812895,4,Previously Mapped Features; ABB Research,1389,27.37558156,-99.9,-99.9,-99.9,81,1364,744,0,119,863,"0 to 3,000",1,-99.9,48.36301677
Brooklyn Municipal Electric Utility,Muni,Brooklyn Municipal Electric Utility,IN,Brooklyn,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,0.811978607,4,Previously Mapped Features; ABB Research,1307,45.25607214,-99.9,-99.9,-99.9,81,1738,527,0,26,553,0 to 700,1,-99.9,113.7869596
Brookston Municipal Electric Utility,Muni,Brookston Municipal Electric Utility,IN,Brookston,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,0.588280917,4,Previously Mapped Features; ABB Research,1930,11.0857044,-99.9,-99.9,-99.9,81,1739,752,14,71,837,"0 to 3,000",1,-99.9,26.97323797
Brown Atchison E C A Inc (The),DistCoop,Brown Atchison E C A Inc (The),KS,Horton,www.baelectric.com,Sunflower Electric Power Corp,Southwest Power Pool (Balancing Authority),Kansas Electric Power Coop Inc,F,832.3774613,3,Company Maps; ABB Research,10572.9598,5653.818797,-99.9,-99.9,-99.9,81,1563,2818,0,447,3265,"3,000 to 100,000",3,-99.9,12693.08987
Brown County Rural Electric Association,DistCoop,Brown County Rural Electric Association,MN,Sleepy Eye,www.brownrea.com/coops/brown,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Great River Energy,F,713.5974296,3,Company Maps; ABB Research,15104.94314,7200.016757,-99.9,-99.9,-99.9,81,1097,3710,47,763,4520,"3,000 to 100,000",1,-99.9,16182.38456
Brownfield Municipal Power & Light,Muni,Brownfield Municipal Power & Light,TX,Brownfield,www.ci.brownfield.tx.us/utility%20services.html,ERCOT,ERCOT ISO (Balancing Authority),Not Applicable,T,2.696803773,3,Company Maps; ABB Research,694.5478564,417.3979229,-99.9,-99.9,-99.9,81,1365,3317,2,774,4093,"3,000 to 100,000",4,-99.9,1183.702481
Brownsville Energy Authority,Muni,Brownsville TN (City of),TN,Brownsville,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,2.406049237,4,Previously Mapped Features; ABB Research,10003,189.6777254,-99.9,-99.9,-99.9,81,455,4151,4,1191,5346,"3,000 to 100,000",1,-99.9,435.8552941
Brownsville Public Utility Board,Muni,Brownsville Public Utility Board,TX,Brownsville,www.brownsville-pub.com/index.html,ERCOT,ERCOT ISO (Balancing Authority),Not Applicable,F,84.12538014,4,Previously Mapped Features; ABB Research,137626.0081,50936.79248,-99.9,-99.9,-99.9,81,2109,44014,689,4813,49516,"3,000 to 100,000",1,-99.9,164435.8601
Brownton MN (City of),Muni,Brownton MN (City of),MN,Brownton,,Minnesota Municipal Power Agency,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.36275239,4,Previously Mapped Features; ABB Research,769,3.164564883,-99.9,-99.9,-99.9,81,1826,361,6,45,412,0 to 700,1,-99.9,7.166808705
Brundidge AL (City of),Muni,Brundidge AL (City of),AL,Brundidge,,PowerSouth Energy Coop,PowerSouth Energy Coop,PowerSouth Energy Coop,F,0.879387218,4,Previously Mapped Features; ABB Research,2416,17.27867687,-99.9,-99.9,-99.9,81,1262,1030,5,228,1263,"0 to 3,000",1,-99.9,33.10011593
Brunswick Electric Member Corp,DistCoop,Brunswick Electric Member Corp,NC,Shallotte,www.bemc.org,Progress Energy Carolina,Duke Energy Progress East,North Carolina Electric Membership Corp,F,1494.042391,3,Company Maps; ABB Research,102536.9108,89751.74897,-99.9,-99.9,-99.9,81,2453,82090,0,11064,93154,"3,000 to 100,000",6,-99.9,133725.4558
Bryan Municipal Utilities,Muni,Bryan OH (City of),OH,Bryan,www.cityofbryan.net/Default.asp,PJM Interconnection,PJM Interconnection,American Municipal Power Inc,F,1.449162435,3,ABB Research,1977.907765,944.8369853,-99.9,-99.9,-99.9,81,2506,5068,57,706,5831,"3,000 to 100,000",4,-99.9,1971.277618
Bryan Texas Utilities,Muni,Bryan Texas Utilities,TX,Bryan,www.btutilities.com/index.html,ERCOT,ERCOT ISO (Balancing Authority),Not Applicable,F,23.60790864,3,ABB Research,57318.6279,25886.09917,-99.9,-99.9,-99.9,81,2277,50483,14,9089,59586,"3,000 to 100,000",2,-99.9,64518.7631
Bryant SD (City of),Muni,Bryant SD (City of),SD,Bryant,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Heartland Consumers Power District,F,0.531774458,4,Previously Mapped Features; ABB Research,381,1.976644686,-99.9,-99.9,-99.9,81,1827,188,0,63,251,0 to 700,1,-99.9,5.080267052
Buckeye Rural Electric Coop Inc,DistCoop,Buckeye Rural Electric Coop Inc,OH,Rio Grande,www.aceinter.net/buckeyerec.html,PJM Interconnection,PJM Interconnection,Buckeye Power Inc,F,1084.931004,3,ABB Research,51317.26833,27331.83709,-99.9,-99.9,-99.9,81,2500,17813,0,802,18615,"3,000 to 100,000",2,-99.9,62376.44644
Buckeye Water Cons & Drain District,PSubdiv,Buckeye Water Cons & Drain District,AZ,Buckeye,,Arizona Public Service Co,Arizona Public Service Co,Not Applicable,F,34.27442587,3,ABB Research,3534.347676,3025.842335,-99.9,-99.9,-99.9,81,2117,65,0,29,94,0 to 700,5,-99.9,8172.336817
Buffalo IA (City of),Muni,Buffalo IA (City of),IA,Buffalo,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Municipal Energy Agency of Nebraska,F,6.020219123,4,Previously Mapped Features; ABB Research,1305,388.6234563,-99.9,-99.9,-99.9,81,1740,446,0,31,477,0 to 700,1,-99.9,924.736306
Buffalo MN (City of),Muni,Buffalo MN (City of),MN,Buffalo,,Minnesota Municipal Power Agency,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.635756785,4,Previously Mapped Features; ABB Research,9090,390.8985475,-99.9,-99.9,-99.9,81,456,5189,8,831,6028,"3,000 to 100,000",1,-99.9,907.9765065
Buford GA (City of),Muni,Buford GA (City of),GA,Buford,www.cityofbuford.com,Southern Co Services,Southern Co Services Inc,Municipal Electric Authority of Georgia,F,2.494134342,4,Previously Mapped Features; ABB Research,10156,1079.268925,-99.9,-99.9,-99.9,81,458,2586,15,939,3540,"3,000 to 100,000",1,-99.9,2843.866886
Buhl MN (City of),Muni,Buhl MN (City of),MN,Buhl,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,3.471559557,4,Previously Mapped Features; ABB Research,858,39.57538566,-99.9,-99.9,-99.9,81,1828,530,0,48,578,0 to 700,1,-99.9,81.26055112
Burbank Water & Power,Muni,Burbank Water & Power,CA,Burbank,,Los Angeles Dept of Water & Power,Los Angeles Dept of Water & Power,Southern California Public Power Authority,F,17.42406103,4,Previously Mapped Features; ABB Research,100174.33,44428.84,-99.9,-99.9,-99.9,81,2149,46140,0,6970,53110,"3,000 to 100,000",6,-99.9,103644.89
Burke Divide Electric Coop Inc,DistCoop,Burke Divide Electric Coop Inc,ND,Columbus,www.bdec.coop,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Upper Missouri G & T Electric Coop Inc,F,1783.135421,3,Company Maps; ABB Research,2883.468133,2142.935042,-99.9,-99.9,-99.9,81,354,2169,0,1332,3501,"3,000 to 100,000",6,-99.9,3396.120948
Burke Municipal Light & Power,Muni,Burke Municipal Light & Power,SD,Burke,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.412570048,4,Previously Mapped Features; ABB Research,729,0.827539686,-99.9,-99.9,-99.9,81,459,403,0,87,490,0 to 700,1,-99.9,1.348446363
Burley ID (City of),Muni,Burley ID (City of),ID,Burley,,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,T,4.14369602,3,Company Maps; ABB Research,2166.371301,1304.347582,-99.9,-99.9,-99.9,81,2316,3986,0,782,4768,"3,000 to 100,000",4,-99.9,3413.10414
Burlingame KS (City of),Muni,Burlingame KS (City of),KS,Burlingame,http://skyways.lib.ks.us/towns/Burlingame,Westar Energy,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.120595944,4,Previously Mapped Features; ABB Research,1090,13.95886449,-99.9,-99.9,-99.9,81,461,574,0,77,651,0 to 700,1,-99.9,30.00222509
Burlington CO (City of),Muni,Burlington CO (City of),CO,Burlington,www.burlingtoncolo.com,Public Service Co of Colorado,Public Service Co of Colorado,Not Applicable,F,2.044773888,3,Previously Mapped Features; ABB Research,3055,5.798787475,-99.9,-99.9,-99.9,81,463,1801,77,285,2163,"0 to 3,000",1,-99.9,15.52909737
Burlington Hydro Inc,IOU,Burlington Hydro Inc,,,http://www.burlingtonhydro.com/,Not Applicable,Not Applicable,Not Applicable,F,76.5100753,4,ABB Research,-99,-99,-99.9,-99.9,-99.9,81,3048,-99,-99,-99,-99,Not Reported,5,-99.9,-99
Burlington KS (City of),Muni,Burlington KS (City of),KS,Burlington,http://skyways.lib.ks.us/towns/Burlington/cityservices.html#ELECTRIC,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.946801817,3,Previously Mapped Features; ABB Research,2666,111.6425817,-99.9,-99.9,-99.9,81,464,1346,1,352,1699,"0 to 3,000",1,-99.9,234.4892734
Burlington OK (Town of),Muni,Burlington OK (City of),OK,Burlington,,Western Farmers Electric Coop,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.276308161,4,Previously Mapped Features; ABB Research,170,0.645440262,-99.9,-99.9,-99.9,81,1829,62,0,14,76,0 to 700,1,-99.9,0.928650092
Burlington VT (City of),Muni,Burlington VT (City of),VT,Burlington,www.burlingtonelectric.com,New England ISO,New England ISO (Balancing Authority),Not Applicable,F,12.98876057,4,Previously Mapped Features; ABB Research,35269.0943,16818.12824,-99.9,-99.9,-99.9,81,1366,17096,9,3900,21005,"3,000 to 100,000",1,-99.9,41667.11651
Burnet TX (City of),Muni,Burnet TX (City of),TX,Burnet,,ERCOT,ERCOT ISO (Balancing Authority),Not Applicable,F,1.877351153,4,Previously Mapped Features; ABB Research,4563,210.538815,-99.9,-99.9,-99.9,81,465,2196,60,636,2892,"0 to 3,000",4,-99.9,555.2092031
Burt County Public Power District,PSubdiv,Burt County Public Power District,NE,Tekamah,www.burtcoppd.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Nebraska Electric G & T Coop Inc,F,1092.581084,3,Company Maps; ABB Research,18442.83434,7698.687543,-99.9,-99.9,-99.9,81,1557,3380,480,320,4180,"3,000 to 100,000",3,-99.9,17304.47101
Burt Municipal Electric Utility,Muni,Burt Municipal Electric Utility,IA,Burt,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.597976316,3,Company Maps; ABB Research,536,5.034411069,-99.9,-99.9,-99.9,81,52,225,0,56,281,0 to 700,1,-99.9,10.49095253
Burwell Municipal Utilities,Muni,Burwell Municipal Utilities,NE,Burwell,,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Municipal Energy Agency of Nebraska,F,1.000848512,4,Previously Mapped Features; ABB Research,1224,2.066518536,-99.9,-99.9,-99.9,81,1741,580,4,144,728,"0 to 3,000",1,-99.9,3.594479186
Bushnell FL (City of),Muni,Bushnell FL (City of),FL,Bushnell,www.bushnellflorida.com,Florida Municipal Power Agency,Florida Municipal Power Pool,Florida Municipal Power Agency,F,0.541078562,4,Previously Mapped Features; ABB Research,2118,37.48790526,-99.9,-99.9,-99.9,81,466,781,0,296,1077,"0 to 3,000",1,-99.9,72.25948432
Bushnell IL (City of),Muni,Bushnell IL (City of),IL,Bushnell,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Illinois Public Energy Agency,F,1.000940364,4,Previously Mapped Features; ABB Research,3493,47.7640067,-99.9,-99.9,-99.9,81,467,1193,8,414,1615,"0 to 3,000",1,-99.9,104.5390471
Butler County Rural Electric Coop,DistCoop,Butler County Rural Electric Coop,IA,Allison,www.butlerrec.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Corn Belt Power Coop,F,1051.92582,3,Company Maps; ABB Research,23199.48068,10960.49433,-99.9,-99.9,-99.9,81,1116,4849,212,28,5089,"3,000 to 100,000",3,-99.9,24267.35352
Butler County Rural P P D,PSubdiv,Butler County Rural P P D,NE,David City,www.butlerppd.com/,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Nebraska Electric G & T Coop Inc,F,863.9413514,3,Company Maps; ABB Research,12394.99685,6165.558263,-99.9,-99.9,-99.9,81,1670,4636,1125,554,6315,"3,000 to 100,000",3,-99.9,13304.11115
Butler MO (City of),Muni,Butler MO (City of),MO,Butler,,Grand River Dam Authority,Southwest Power Pool (Balancing Authority),Missouri Joint Municipal Electric Utility Commission,F,1.487998551,4,Previously Mapped Features; ABB Research,3897,279.1660322,-99.9,-99.9,-99.9,81,468,1959,4,410,2373,"0 to 3,000",1,-99.9,578.2907724
Butler NJ (Borough of),Muni,Butler NJ (Borough of),NJ,Butler,,PJM Interconnection,PJM Interconnection,Not Applicable,F,24.02711384,3,Company Maps; ABB Research,7229.49,3137.07,-99.9,-99.9,-99.9,81,2832,10328,0,1574,11902,"3,000 to 100,000",3,-99.9,7465.56
Butler Rural Electric Coop Association Inc,DistCoop,Butler Rural Electric Coop Association Inc,KS,El Dorado,www.butler.coop,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Kansas Electric Power Coop Inc,F,1092.645802,3,Company Maps; ABB Research,26940.62266,11614.76027,-99.9,-99.9,-99.9,81,22,6682,8,796,7486,"3,000 to 100,000",1,-99.9,30138.88755
Butler Rural Electric Coop Inc,DistCoop,Butler Rural Electric Coop Inc,OH,Oxford,www.butlerrural.coop,Buckeye Power Inc,PJM Interconnection,Buckeye Power Inc,F,239.4214637,3,ABB Research,29128.4135,14700.26774,-99.9,-99.9,-99.9,81,2505,11012,7,421,11440,"3,000 to 100,000",5,-99.9,36809.80161
Butte Electric Coop Inc,DistCoop,Butte Electric Coop Inc,SD,Newell,www.butteelectric.com,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Rushmore Electric Power Coop Inc,F,1690.763608,3,Company Maps; ABB Research,16158.02547,9095.950993,-99.9,-99.9,-99.9,81,350,5143,178,797,6118,"3,000 to 100,000",4,-99.9,19264.0612
C & L Electric Coop Corp,DistCoop,C & L Electric Coop Corp,AR,Star City,www.clelectric.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Arkansas Electric Coop Corp,F,2813.920083,3,Company Maps; ABB Research,60828.85881,26357.88941,-99.9,-99.9,-99.9,81,119,19749,11,2445,22205,"3,000 to 100,000",4,-99.9,60820.98421
Cabool MO (City of),Muni,Cabool MO (City of),MO,Cabool,,Associated Electric Coop Inc,Associated Electric Coop Inc,Missouri Joint Municipal Electric Utility Commission,F,3.731504012,4,Previously Mapped Features; ABB Research,1987,47.03490094,-99.9,-99.9,-99.9,81,1830,791,12,222,1025,"0 to 3,000",1,-99.9,99.45726562
Cadott Light & Water Municipal Utility,Muni,Cadott Light & Water Municipal Utility,WI,Cadott,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,3.337714751,4,Previously Mapped Features; ABB Research,1334,59.91611007,-99.9,-99.9,-99.9,81,2423,676,8,141,825,"0 to 3,000",6,-99.9,182.04288
Cairo Public Utility Co,Muni,Cairo Public Utility Co,IL,Cairo,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.210120924,4,Previously Mapped Features; ABB Research,396.0198511,239.6893649,-99.9,-99.9,-99.9,81,469,918,1,320,1239,"0 to 3,000",3,-99.9,426.4753564
Cairo Utility Dept,Muni,Cairo Utility Dept,GA,Cairo,,Georgia Power Co,Southern Co Services Inc,Municipal Electric Authority of Georgia,F,2.027706423,4,Previously Mapped Features; ABB Research,9068,121.4756119,-99.9,-99.9,-99.9,81,470,3852,5,696,4553,"3,000 to 100,000",1,-99.9,287.6159447
Caldwell TX (City of),Muni,Caldwell TX (City of),TX,Caldwell,,Entergy Services Inc,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.983266055,4,Previously Mapped Features; ABB Research,3575,150.5168389,-99.9,-99.9,-99.9,81,471,1608,11,461,2080,"0 to 3,000",2,-99.9,371.719333
Caledonia Municipal Light & Power Dept,Muni,Caledonia Municipal Light & Power Dept,MN,Caledonia,http://caledoniamn.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.793843576,4,Previously Mapped Features; ABB Research,2965,285.9419229,-99.9,-99.9,-99.9,81,1742,1350,27,288,1665,"0 to 3,000",1,-99.9,629.49471
Calhoun County Electric Coop Association,DistCoop,Calhoun County Electric Coop Association,IA,Rockwell City,www.calhouncountyrec.coop,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Corn Belt Power Coop,F,457.3457244,3,Company Maps; ABB Research,6965.339262,3696.80168,-99.9,-99.9,-99.9,81,601,1669,26,0,1695,"0 to 3,000",4,-99.9,7088.379123
Calhoun GA (City of),Muni,Calhoun Light Dept,GA,Calhoun,www.cityofcalhoun-ga.com,Georgia Power Co,Southern Co Services Inc,Municipal Electric Authority of Georgia,F,4.488353748,4,Previously Mapped Features; ABB Research,1965.000033,1647.069055,-99.9,-99.9,-99.9,81,472,4220,19,1197,5436,"3,000 to 100,000",2,-99.9,4030.999464
Caliente Public Utilities,Muni,Caliente Public Utilities,NV,Caliente,,Nevada Power Co,Nevada Power Co,Not Applicable,F,1.858354918,4,Previously Mapped Features; ABB Research,1167,0.326668549,-99.9,-99.9,-99.9,81,1743,589,2,107,698,0 to 700,1,-99.9,0.712332781
California MO (City of),Muni,California MO (City of),MO,California,www.calmo.com/Utilities.asp,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Missouri Joint Municipal Electric Utility Commission,F,1.25322712,4,Previously Mapped Features; ABB Research,868.3322803,403.5806057,-99.9,-99.9,-99.9,81,474,1963,76,326,2365,"0 to 3,000",4,-99.9,907.2622632
Callaway Electric Coop,DistCoop,Callaway Electric Coop,MO,Fulton,www.callawayelectric.com,Associated Electric Coop Inc,Associated Electric Coop Inc,Central Electric Power Coop (MO),F,773.3307877,3,Company Maps; ABB Research,32948.05238,15041.78012,-99.9,-99.9,-99.9,81,622,12144,0,869,13013,"3,000 to 100,000",1,-99.9,35880.05908
Callaway NE (Village of),Muni,Callaway NE (Village of),NE,Callaway,http://callaway-ne.com/profile/page2.html#utilites,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Municipal Energy Agency of Nebraska,F,0.569193527,4,Previously Mapped Features; ABB Research,540,0.674241224,-99.9,-99.9,-99.9,81,475,403,0,60,463,0 to 700,1,-99.9,1.288762638
Callender IA (City of),Muni,Callender IA (City of),IA,Callender,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.59981908,3,Company Maps; ABB Research,365,4.404149489,-99.9,-99.9,-99.9,81,70,161,0,29,190,0 to 700,6,-99.9,9.490306379
CalPeco LLC,IOU,Algonquin Power & Utilities Corp,,,,Not Applicable,Not Applicable,Not Applicable,F,10572.75051,3,Company Maps; ABB Research,0,0,-99.9,-99.9,-99.9,81,3133,42882,0,5695,48577,"3,000 to 100,000",2,-99.9,0
CAM Wal Electric Coop Inc,DistCoop,CAM Wal Electric Coop Inc,SD,Selby,www.cam-walnet.com/camwal/camwal.htm,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Rushmore Electric Power Coop Inc,F,2092.637177,3,Company Maps; ABB Research,5678.734657,3179.678986,-99.9,-99.9,-99.9,81,294,2153,120,190,2463,"0 to 3,000",5,-99.9,4812.00941
Cambridge & North Dumfries Hydro Inc,Muni,Cambridge (City of),,,http://www.camhydro.com/,Not Applicable,Not Applicable,Not Applicable,F,118.3247694,4,ABB Research,-99,-99,-99.9,-99.9,-99.9,81,3005,-99,-99,-99,-99,Not Reported,6,-99.9,-99
Cambridge Light & Water,Muni,Cambridge Light & Water,NE,Cambridge,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.994417697,4,Previously Mapped Features; ABB Research,1059,3.758859626,-99.9,-99.9,-99.9,81,476,482,1,139,622,0 to 700,1,-99.9,6.850490587
Camden SC (City of),Muni,Camden SC (City of),SC,Camden,www.cityofcamden.org,Progress Energy Carolina,Duke Energy Progress East,Not Applicable,F,9.338290703,4,Previously Mapped Features; ABB Research,6254,1173.678666,-99.9,-99.9,-99.9,81,1367,9708,0,1329,11037,"3,000 to 100,000",1,-99.9,2460.052956
